title,author,secondary_author,illustrator,translators,series,state,district,date_ban,ban_status,challenge_origin
Mary's First Christmas,"Wangerin Jr., Walter",,"Ladwig, Timothy",,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
The Fire This Time: A New Generation Speaks About Race,"Ward, Jesmyn","Brown, Jericho; Jones, Kima; Ghannah, Rachel Kaadzi; Walters, Wendy S.; Wilkerson, Isabel; Jeffers, Honorée Fanonne; Anderson, Carol; Smith, Clint; Young, Kevin; Laymon, Kiese; Cadogan, Garnette; Rankine, Claudia; Raboteau, Emily; Jackson, Mitchell S.; Trethewey, Natasha; Older, Daniel José; Danticat, Edwidge",,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Num8ers,"Ward, Rachel",,,,Numb8rs,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Date Rape (At Issue),"Watkins, Christine",,,,,Florida,Seminole County Public Schools,October 2022,Banned from Libraries,Formal Challenge
When Wilma Rudolph Played Basketball,"Weakland, Mark",,"Duncan, Daniel",,Leaders Doing Headstands,Florida,Escambia County Public Schools,September 2022,Banned from Libraries,Formal Challenge
Easy (TW),"Webber, Tammara",,,,Contours of the Heart,Idaho,Kuna School District,February 2023,Banned Pending Investigation,Administration
50 Women Artists You Should Know,"Weidemann, Christiane","Larass, Petra; Klier, Melanie",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Cheshire Crossing,"Weir, Andy",,"Andersen, Sarah",,,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Looking at Paintings,"Welton, Jude",,,,Eyewitness Art,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Irving Penn: A Career In Photography,"Westerbeck, Colin","Eisler, Colin; Miyake, Issey; Carpenter, Edmund; Jankauskas, Jennifer; Bernier, Rosamond; Harrison, Martin",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Afterworlds,"Westerfeld, Scott",,,,Afterworlds,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
A Certain Slant of Light,"Whitcomb, Laura",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Surviving Antarctica: Reality TV 2083,"White, Andrea",,,,,Texas,Frisco Independent School District,September 2022,Banned from Libraries,Administration
And I Darken,"White, Kiersten",,,,The Conqueror's Saga,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Now I Rise,"White, Kiersten",,,,The Conqueror's Saga,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
The Camelot Betrayal,"White, Kiersten",,,,Camelot Rising,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Let's Chat About the Bible,"Whiting, Karen H.",,"Reeves, Eira",,Kingdom Kids,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
You Don't Have to Be Everything: Poems for Girls Becoming Themselves,"Whitney, Diana",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
"Rat Queens, Vol. 1: Sass & Sorcery","Wiebe, Kurtis J.",,"Upchurch, Roc",,Rat Queens,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
"Rat Queens, Vol. 2: The Far Reaching Tentacles of N'Rygoth","Wiebe, Kurtis J.",,"Upchurch, Roc; Šejić, Stjepan",,Rat Queens,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
"Rat Queens, Vol. 3: Demons","Wiebe, Kurtis J.",,"Fowler, Tess; Bonvillain, Tamra",,Rat Queens,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
Teens and LGBT Issues,"Wilcox, Christine",,,,Compact Research: Teen Well-Being,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
The Invisible War: A Tale on Two Scales,"Wild, Ailsa",,"Hutchings, Ben",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Exodus (BW),"Wildsmith, Brian",,,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Joseph (BW),"Wildsmith, Brian",,,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
The Easter Story,"Wildsmith, Brian",,,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
"Myths, Legends and Sacred Stories: A Visual Encyclopedia","Wilkinson, Philip",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Noah's Ark (JW),"Wilkon, Józef","Wilkon, Piotr",,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
African Art: An Introduction,"Willett, Frank",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Daddy's Roommate,"Willhoite, Michael",,,,,Florida,Miami-Dade Public Schools,March 2023,Banned from Libraries and Classrooms,Administration
A Sitting in St. James,"Williams-Garcia, Rita",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
A Child's Story of Christmas,"Williams, Karin",,,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Go with the Flow,"Williams, Lily","Schneemann, Karen",,,,Texas,Keller Independent School District,Fall 2022,Banned Pending Investigation,Formal Challenge
Chaucer's Canterbury Tales,"Williams, Marcia","Chaucer, Geoffrey",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Joseph and His Magnificent Coat of Many Colors,"Williams, Marcia",,,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Homosexuality: Opposing Viewpoints,"Williams, Mary E.",,,,Opposing Viewpoints,Florida,Marion County Public Schools,AY 2022-2023,Banned Pending Investigation,Formal Challenge
"Reflections in Black: A History of Black Photographers, 1840 to the Present","Willis, Deborah",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Fences,"Wilson, August",,,,,Virginia,Loudoun County Public Schools,November 2022,Banned from Classrooms,Formal Challenge
Gilgamesh: A Graphic Novel,"Winegarner, Andrew",,,,,Missouri,Rockwood School District,August 2022,Banned from Libraries and Classrooms,Legislative Action
"Pedro and Me: Friendship, Loss, and What I Learned","Winick, Judd",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Ida and Jake and the Scooter,"Wischow, Katy",,,,Jump Rope Readers Tangerine Series,Florida,FAU Lab Schools,March 2023,Banned from Classrooms,Administration
Ida and Jake Do Not Like Babies!,"Wischow, Katy",,,,Jump Rope Readers Tangerine Series,Florida,FAU Lab Schools,March 2023,Banned from Classrooms,Administration
Ida and Jake Hunt for Treasure!,"Wischow, Katy",,,,Jump Rope Readers Tangerine Series,Florida,FAU Lab Schools,March 2023,Banned from Classrooms,Administration
Ida and Jake Save the Parade,"Wischow, Katy",,,,Jump Rope Readers Tangerine Series,Florida,FAU Lab Schools,March 2023,Banned from Classrooms,Administration
Ida and Jake Versus Mister Plant,"Wischow, Katy",,,,Jump Rope Readers Tangerine Series,Florida,FAU Lab Schools,March 2023,Banned from Classrooms,Administration
Ida and Jake's Game Night,"Wischow, Katy",,,,Jump Rope Readers Tangerine Series,Florida,FAU Lab Schools,March 2023,Banned from Classrooms,Administration
Doing It!: Let's Talk About Sex,"Witton, Hannah",,,,,Florida,Duval County Public Schools,March 2023,Banned from Libraries and Classrooms,Administration
Doing It!: Let's Talk About Sex,"Witton, Hannah",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Doing It!: Let's Talk About Sex,"Witton, Hannah",,,,,Texas,Frisco Independent School District,August 2022,Banned from Libraries and Classrooms,Administration
"Hymns for a Kid's Heart, Vol. 1","Wolgemuth, Bobbie","Tada, Joni Eareckson","Martinez, Sergio",,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Esther's Story,"Wolkstein, Diane",,"Wijngaard, Juan",,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
The Origami Artist's Bible,"Wood, Ashley",,,,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Black Road: The Holy North,"Wood, Brian",,"Brown, Garry",,Black Road,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Grandad's Camper,"Woodgate, Harry",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
From the Notebooks of Melanin Sun,"Woodson, Jacqueline",,,,,Texas,Texarkana Independent School District,October 2022,Banned Pending Investigation,Informal Challenge
If You Come Softly,"Woodson, Jacqueline",,,,If You Come Softly,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Red at the Bone,"Woodson, Jacqueline",,,,,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
Red at the Bone,"Woodson, Jacqueline",,,,,Florida,Volusia County Schools,June 2023,Banned from Libraries and Classrooms,Administration
Red at the Bone,"Woodson, Jacqueline",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Red at the Bone,"Woodson, Jacqueline",,,,,Virginia,Spotsylvania County Public Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
Mythology,"Wright, Anne Margaret",,,,Inside Ancient Greece,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Native Son,"Wright, Richard",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Native Son,"Wright, Richard",,,,,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
The Last Star,"Yancey, Rick",,,,The Fifth Wave,Texas,Frisco Independent School District,March 2023,Banned from Libraries,Administration
American Born Chinese,"Yang, Gene Luen",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Front Desk,"Yang, Kelly",,,,Front Desk,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Private Label,"Yang, Kelly",,,,,Utah,Washington County School District,November 2022,Banned from Libraries and Classrooms,Informal Challenge
The Prince of Egypt,"Yolen, Jane",,"Koelsch, Michael",,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Instructions for Dancing,"Yoon, Nicola",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
"My Hero Academia: School Briefs, Vol. 2: Training Camp","Yoshi, Anri","Horikoshi, Kohei",,"Cook, Caleb",My Hero Academia: School Briefs,Pennsylvania,Penncrest School District,February 2023,Banned from Libraries and Classrooms,Administration
"My Hero Academia: School Briefs, Vol. 4: Festival for All","Yoshi, Anri","Horikoshi, Kohei",,"Cook, Caleb",My Hero Academia: School Briefs,Pennsylvania,Penncrest School District,February 2023,Banned from Libraries and Classrooms,Administration
"My Hero Academia: School Briefs, Vol. 5","Yoshi, Anri","Horikoshi, Kohei",,"Cook, Caleb",My Hero Academia: School Briefs,Florida,School District of Manatee County,June 2023,Banned from Libraries and Classrooms,Administration
"My Hero Academia: School Briefs, Vol. 5","Yoshi, Anri","Horikoshi, Kohei",,"Cook, Caleb",My Hero Academia: School Briefs,Pennsylvania,Penncrest School District,February 2023,Banned from Libraries and Classrooms,Administration
Fable,"Young, Adrienne",,,,Fable,Florida,Clay County School District,September 2022,Banned Pending Investigation,Formal Challenge
"I Hate Fairyland, Vol. 1: Madly Ever After","Young, Skottie",,,,I Hate Fairyland,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Epidemic,"Young, Suzanne",,,,The Program,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
The Program,"Young, Suzanne",,,,The Program,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
The Remedy,"Young, Suzanne",,,,The Program,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
The Treatment,"Young, Suzanne",,,,The Program,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
A Rational Explanation,"Youngblood, Tiffany",,,,Thomas and Dean Mysteries,Texas,Frisco Independent School District,September 2022,Banned from Libraries and Classrooms,Administration
The Dirt on Mr. Claxton,"Youngblood, Tiffany",,,,Thomas and Dean Mysteries,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Story of a Girl,"Zarr, Sara",,,,,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
God Sent a Rainbow and Other Bible Stories,"Zeldis, Yona",,"Zeldis, Malcah",,,Florida,Brevard Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
Cezanne: Mont Sainte Victoire,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Chagall: The Falling Angel,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Dali: The Persistence of Memory,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Degas: The Dance Class,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
